COD_IBGE;COD_SIAFI;NOME_ENTE;NOME_SIMPLIFICADO;SIGLA_UF;NOME_UF;LAT;LNG;POP_EST_2020;CAPITAL;NOME_ANTIGO_OU_GRAFIA_DIFERENTE;ALT;REGIAO;COD_UE_TSE_2016;IDHM;IDHM_RENDA;IDHM_EDUCACAO;IDHM_LONGEVIDADE
2108603;869;Pinheiro;PINHEIRO;MA;Maranhão;-25.227.405;-450.839.266;83777;0;NULL;77.816.170.000;NE;8699;0,637;0,771;0,579;0,579
2108702;871;Pio XII;PIO XII;MA;Maranhão;-388.758.753;-4.516.996.039;21379;0;NULL;360.957.430.000;NE;8710;0,541;0,727;0,408;0,535
2108801;873;Pirapemas;PIRAPEMAS;MA;Maranhão;-3.725.329.066;-4.422.828.088;18720;0;NULL;367.885.450.000;NE;8737;0,576;0,741;0,514;0,501
2108900;875;Poção de Pedras;POCAO DE PEDRAS;MA;Maranhão;-4.750.025.211;-449.515.514;17595;0;NULL;579.946.600.000;NE;8753;0,576;0,732;0,481;0,543
2109007;877;Porto Franco;PORTO FRANCO;MA;Maranhão;-6.354.181.864;-473.821.649;24092;0;NULL;1.880.279.240.000;NE;8770;0,684;0,796;0,606;0,664
2109056;212;Porto Rico do Maranhão;PORTO RICO DO MARANHAO;MA;Maranhão;-1.857.223.215;-4.458.374.789;5955;0;NULL;19.986.280.000;NE;8109;0,615;0,772;0,561;0,538
2109106;879;Presidente Dutra;PRESIDENTE DUTRA;MA;Maranhão;-5.282.374.258;-4.449.291.886;48036;0;NULL;1.062.076.120.000;NE;8796;0,653;0,788;0,563;0,628
2109205;881;Presidente Juscelino;PRESIDENTE JUSCELINO;MA;Maranhão;-2.928.229.246;-4.407.677.942;12838;0;NULL;513.674.290.000;NE;8818;0,563;0,743;0,532;0,452
2109239;214;Presidente Médici;PRESIDENTE MEDICI;MA;Maranhão;-2.383.664.047;-4.582.070.865;7070;0;NULL;357.517.790.000;NE;8125;0,591;0,762;0,522;0,518
2109270;216;Presidente Sarney;PRESIDENTE SARNEY;MA;Maranhão;-259.553.056;-4.537.130.226;19069;0;NULL;248.090.700.000;NE;8141;0,557;0,752;0,472;0,486
2109304;883;Presidente Vargas;PRESIDENTE VARGAS;MA;Maranhão;-3.402.011.522;-4.403.340.187;11261;0;NULL;386.078.150.000;NE;8834;0,587;0,768;0,56;0,47
2109403;885;Primeira Cruz;PRIMEIRA CRUZ;MA;Maranhão;-2.510.583.172;-434.424.433;15431;0;NULL;16.509.290.000;NE;8850;0,512;0,722;0,414;0,448
2109452;218;Raposa;RAPOSA;MA;Maranhão;-2.415.074.903;-4.410.251.616;31177;0;NULL;10.000.000.000;NE;8168;0,626;0,735;0,587;0,568
2109502;887;Riachão;RIACHAO;MA;Maranhão;-7.364.565;-4.662.335.014;20334;0;NULL;3.940.849.130.000;NE;8877;0,576;0,757;0,442;0,572
2109551;220;Ribamar Fiquene;RIBAMAR FIQUENE;MA;Maranhão;-5.933.822.859;-4.738.347.779;7825;0;NULL;1.554.462.110.000;NE;8184;0,615;0,744;0,527;0,592
2109601;891;Rosário;ROSARIO;MA;Maranhão;-2.941.543.035;-442.475.186;42994;0;NULL;175.443.460.000;NE;8915;0,632;0,752;0,592;0,566
2109700;893;Sambaíba;SAMBAIBA;MA;Maranhão;-7.138.350.897;-453.442.032;5679;0;NULL;2.040.478.620.000;NE;8931;0,565;0,728;0,456;0,542
2109759;222;Santa Filomena do Maranhão;SANTA FILOMENA DO MARANHAO;MA;Maranhão;-5.499.766.807;-4.456.371.404;7826;0;NULL;1.599.683.130.000;NE;8206;0,525;0,722;0,435;0,461
2109809;895;Santa Helena;SANTA HELENA;MA;Maranhão;-2.234.532.509;-4.530.516.119;42483;0;NULL;99.791.250.000;NE;8958;0,571;0,746;0,471;0,531
2109908;957;Santa Inês;SANTA INES;MA;Maranhão;-365.857.452;-4.537.827.245;89489;0;NULL;298.028.110.000;NE;9571;0,674;0,788;0,615;0,633
2110005;897;Santa Luzia;SANTA LUZIA;MA;Maranhão;-3.968.391.465;-4.566.501.172;72887;0;NULL;441.943.060.000;NE;8974;0,55;0,7;0,452;0,525
2110039;1285;Santa Luzia do Paruá;SANTA LUZIA DO PARUA;MA;Maranhão;-2.546.161.475;-4.577.646.156;25371;0;NULL;449.997.700.000;NE;9652;0,599;0,723;0,51;0,583
2110104;899;Santa Quitéria do Maranhão;SANTA QUITERIA DO MARANHAO;MA;Maranhão;-3.498.484.995;-4.256.287.301;25764;0;NULL;303.661.930.000;NE;8990;0,555;0,76;0,458;0,49
2110203;901;Santa Rita;SANTA RITA;MA;Maranhão;-3.134.116.766;-4.431.994.808;38298;0;NULL;219.317.910.000;NE;9016;0,609;0,743;0,551;0,553
2110237;224;Santana do Maranhão;SANTANA DO MARANHAO;MA;Maranhão;-3.113.068.343;-4.240.076.776;13547;0;NULL;331.527.450.000;NE;8222;0,51;0,758;0,394;0,445
2110278;226;Santo Amaro do Maranhão;SANTO AMARO DO MARANHAO;MA;Maranhão;-2.502.721.199;-4.325.528.494;16034;0;NULL;72.931.690.000;NE;8249;0,518;0,738;0,416;0,454
2110302;903;Santo Antônio dos Lopes;SANTO ANTONIO DOS LOPES;MA;Maranhão;-4.873.819.576;-4.436.144.743;14522;0;NULL;1.221.163.570.000;NE;9032;0,566;0,714;0,465;0,547
2110401;905;São Benedito do Rio Preto;SAO BENEDITO DO RIO PRETO;MA;Maranhão;-3.332.766.004;-4.352.999.187;18717;0;NULL;346.800.980.000;NE;9059;0,541;0,749;0,452;0,468
2110500;907;São Bento;SAO BENTO;MA;Maranhão;-26.970.075;-4.482.834.518;45604;0;NULL;82.290.920.000;NE;9075;0,602;0,762;0,545;0,525
2110609;909;São Bernardo;SAO BERNARDO;MA;Maranhão;-336.543.651;-4.242.300.966;28667;0;NULL;417.168.780.000;NE;9091;0,572;0,762;0,479;0,514
2110658;228;São Domingos do Azeitão;SAO DOMINGOS DO AZEITAO;MA;Maranhão;-680.442.501;-4.465.042.391;7420;0;NULL;3.081.946.290.000;NE;8265;0,59;0,732;0,486;0,576
2110708;911;São Domingos do Maranhão;SAO DOMINGOS DO MARANHAO;MA;Maranhão;-5.565.642;-4.439.287.926;34384;0;NULL;1.835.851.510.000;NE;9113;0,582;0,713;0,504;0,549
2110807;913;São Félix de Balsas;SAO FELIX DE BALSAS;MA;Maranhão;-7.084.685.154;-4.481.144.766;4562;0;NULL;1.891.151.130.000;NE;9130;0,557;0,778;0,43;0,517
2110856;230;São Francisco do Brejão;SAO FRANCISCO DO BREJAO;MA;Maranhão;-5.130.200.787;-473.911.374;11941;0;NULL;2.611.228.860.000;NE;8281;0,584;0,748;0,479;0,556
2110906;915;São Francisco do Maranhão;SAO FRANCISCO DO MARANHAO;MA;Maranhão;-6.252.797.917;-4.286.532.173;12218;0;NULL;1.034.147.610.000;NE;9156;0,528;0,733;0,4;0,503
2111003;917;São João Batista;SAO JOAO BATISTA;MA;Maranhão;-2.953.332.912;-4.481.176.185;20701;0;NULL;164.595.340.000;NE;9172;0,598;0,752;0,577;0,493
2111029;232;São João do Carú;SAO JOAO DO CARU;MA;Maranhão;-3.560.803.407;-4.625.492.548;15787;0;NULL;542.405.580.000;NE;8303;0,509;0,684;0,397;0,487
2111052;234;São João do Paraíso;SAO JOAO DO PARAISO;MA;Maranhão;-6.466.222.286;-4.705.061.042;11193;0;NULL;2.919.537.740.000;NE;8320;0,609;0,753;0,542;0,554
2111078;236;São João do Soter;SAO JOAO DO SOTER;MA;Maranhão;-5.115.739.264;-438.181.818;18645;0;NULL;1.193.886.480.000;NE;8346;0,517;0,711;0,401;0,486
2111102;919;São João dos Patos;SAO JOAO DOS PATOS;MA;Maranhão;-6.498.208.152;-4.370.291.017;25996;0;NULL;3.378.701.050.000;NE;9199;0,615;0,726;0,522;0,613
2111201;889;São José de Ribamar;SAO JOSE DE RIBAMAR;MA;Maranhão;-255.585.852;-4.405.754.812;179028;0;NULL;329.382.280.000;NE;8893;0,708;0,79;0,7;0,642
2111250;238;São José dos Basílios;SAO JOSE DOS BASILIOS;MA;Maranhão;-5.048.687.245;-4.458.244.652;7640;0;NULL;774.326.520.000;NE;8362;0,557;0,719;0,48;0,501
2111300;921;São Luís;SAO LUIS;MA;Maranhão;-2.531.885.985;-4.429.791.856;1108975;1;NULL;295.635.730.000;NE;9210;0,768;0,813;0,752;0,741
2111409;805;São Luís Gonzaga do Maranhão;SAO LUIS GONZAGA DO MARANHAO;MA;Maranhão;-4.373.918.491;-446.627.085;18727;0;NULL;328.028.100.000;NE;8052;0,54;0,716;0,438;0,503
2111508;923;São Mateus do Maranhão;SAO MATEUS DO MARANHAO;MA;Maranhão;-403.455.051;-4.446.856.281;41579;0;NULL;486.098.850.000;NE;9237;0,616;0,723;0,515;0,627
2111532;240;São Pedro da Água Branca;SAO PEDRO DA AGUA BRANCA;MA;Maranhão;-5.088.910.997;-4.842.362.359;12735;0;NULL;1.594.519.060.000;NE;8389;0,605;0,735;0,523;0,577
2111573;242;São Pedro dos Crentes;SAO PEDRO DOS CRENTES;MA;Maranhão;-6.828.555.641;-4.653.258.035;4684;0;NULL;3.377.181.490.000;NE;8400;0,6;0,738;0,524;0,558
2111607;925;São Raimundo das Mangabeiras;SAO RAIMUNDO DAS MANGABEIRAS;MA;Maranhão;-7.026.962.657;-4.548.483.143;18980;0;NULL;2.187.889.960.000;NE;9253;0,61;0,749;0,521;0,583
2111631;244;São Raimundo do Doca Bezerra;SAO RAIMUNDO DO DOCA BEZERRA;MA;Maranhão;-5.103.181.845;-4.508.416.279;5131;0;NULL;1.206.501.040.000;NE;8427;0,516;0,7;0,41;0,478
2111672;246;São Roberto;SAO ROBERTO;MA;Maranhão;-5.017.366.882;-4.499.190.116;6789;0;NULL;879.175.560.000;NE;8443;0,516;0,738;0,391;0,475
2111706;927;São Vicente Ferrer;SAO VICENTE FERRER;MA;Maranhão;-2.890.731.064;-4.488.690.458;22350;0;NULL;37.489.630.000;NE;9270;0,592;0,762;0,541;0,504
2111722;248;Satubinha;SATUBINHA;MA;Maranhão;-4.035.735.495;-4.523.362.958;14096;0;NULL;560.628.780.000;NE;8460;0,493;0,72;0,369;0,45
2111748;250;Senador Alexandre Costa;SENADOR ALEXANDRE COSTA;MA;Maranhão;-5.261.076.544;-4.405.630.151;11214;0;NULL;1.181.453.510.000;NE;8486;0,538;0,689;0,435;0,52
2111763;252;Senador La Rocque;SENADOR LA ROCQUE;MA;Maranhão;-5.441.832.495;-4.728.919.142;14050;0;NULL;1.642.475.720.000;NE;8508;0,602;0,743;0,515;0,57
2111789;254;Serrano do Maranhão;SERRANO DO MARANHAO;MA;Maranhão;-1.852.645.542;-4.511.464.085;10299;0;NULL;256.517.130.000;NE;8524;0,519;0,735;0,433;0,44
2111805;929;Sítio Novo;SITIO NOVO;MA;Maranhão;-5.870.629.891;-4.669.498.334;18160;0;NULL;2.585.779.290.000;NE;9296;0,564;0,774;0,456;0,509
2111904;931;Sucupira do Norte;SUCUPIRA DO NORTE;MA;Maranhão;-6.478.284.448;-4.418.860.271;10634;0;NULL;4.782.655.710.000;NE;9318;0,579;0,731;0,505;0,526
2111953;256;Sucupira do Riachão;SUCUPIRA DO RIACHAO;MA;Maranhão;-6.420.108.405;-4.354.585.332;5676;0;NULL;2.992.161.710.000;NE;8540;0,568;0,761;0,447;0,538
2112001;933;Tasso Fragoso;TASSO FRAGOSO;MA;Maranhão;-8.479.831.018;-4.574.412.352;8582;0;NULL;2.397.299.080.000;NE;9334;0,599;0,777;0,491;0,562
2112100;935;Timbiras;TIMBIRAS;MA;Maranhão;-4.253.840.505;-4.393.843.397;29183;0;NULL;371.247.360.000;NE;9350;0,537;0,73;0,427;0,498
2112209;937;Timon;TIMON;MA;Maranhão;-510.068.111;-428.337.279;170222;0;NULL;794.963.230.000;NE;9377;0,649;0,768;0,579;0,614
2112233;258;Trizidela do Vale;TRIZIDELA DO VALE;MA;Maranhão;-4.570.126.857;-446.106.852;22112;0;NULL;278.470.750.000;NE;8567;0,606;0,738;0,534;0,565
2112274;260;Tufilândia;TUFILANDIA;MA;Maranhão;-3.676.404.118;-4.563.391.648;5854;0;NULL;364.604.420.000;NE;8583;0,555;0,709;0,481;0,502
2112308;939;Tuntum;TUNTUM;MA;Maranhão;-524.965.554;-4.464.901.215;42040;0;NULL;1.090.856.860.000;NE;9393;0,572;0,726;0,483;0,534
2112407;941;Turiaçu;TURIACU;MA;Maranhão;-1.669.022.048;-4.536.915.242;35709;0;NULL;139.059.370.000;NE;9415;0,561;0,776;0,461;0,493
2112456;262;Turilândia;TURILANDIA;MA;Maranhão;-2.228.833.525;-4.530.676.531;25868;0;NULL;60.900.750.000;NE;8605;0,536;0,774;0,402;0,495
2112506;943;Tutóia;TUTOIA;MA;Maranhão;-2.763.550.197;-4.227.684.721;59398;0;NULL;40.599.470.000;NE;9431;0,561;0,722;0,451;0,543
2112605;945;Urbano Santos;URBANO SANTOS;MA;Maranhão;-32.084.095;-4.340.424.847;33459;0;NULL;420.920.970.000;NE;9458;0,588;0,77;0,522;0,506
2112704;947;Vargem Grande;VARGEM GRANDE;MA;Maranhão;-3.541.896;-4.391.666.449;57168;0;NULL;382.830.260.000;NE;9474;0,542;0,768;0,425;0,487
2112803;949;Viana;VIANA;MA;Maranhão;-3.214.562.513;-450.013.067;52649;0;NULL;110.015.960.000;NE;9490;0,618;0,758;0,548;0,567
2112852;264;Vila Nova dos Martírios;VILA NOVA DOS MARTIRIOS;MA;Maranhão;-5.183.511.519;-4.813.892.648;13598;0;NULL;1.241.352.800.000;NE;8621;0,581;0,718;0,491;0,555
2112902;951;Vitória do Mearim;VITORIA DO MEARIM;MA;Maranhão;-3.482.047.365;-4.486.957.224;32861;0;NULL;77.809.620.000;NE;9512;0,596;0,733;0,534;0,54
2113009;953;Vitorino Freire;VITORINO FREIRE;MA;Maranhão;-42.911.865;-4.524.418.514;31522;0;NULL;716.687.440.000;NE;9539;0,57;0,688;0,477;0,563
2114007;1287;Zé Doca;ZE DOCA;MA;Maranhão;-32.754.805;-4.565.769.786;51956;0;NULL;356.588.240.000;NE;9717;0,595;0,745;0,505;0,559
2200053;266;Acauã;ACAUA;PI;Piauí;-8.220.786.663;-4.108.363.782;7102;0;NULL;3.723.117.900.000;NE;12327;0,528;0,692;0,411;0,517
2200103;1001;Agricolândia;AGRICOLANDIA;PI;Piauí;-5.795.501.935;-426.591.832;5131;0;NULL;2.604.376.710.000;NE;10014;0,599;0,742;0,526;0,55
2200202;1003;Água Branca;AGUA BRANCA;PI;Piauí;-5.893.266.338;-4.263.513.086;17470;0;NULL;2.445.396.730.000;NE;10030;0,639;0,763;0,569;0,6
2200251;9767;Alagoinha do Piauí;ALAGOINHA DO PIAUI;PI;Piauí;-700.817.528;-4.093.463.482;7665;0;NULL;2.792.437.460.000;NE;12319;0,531;0,716;0,391;0,535
2200277;2269;Alegrete do Piauí;ALEGRETE DO PIAUI;PI;Piauí;-7.245.349.466;-4.085.786.299;4918;0;NULL;4.108.887.130.000;NE;10022;0,585;0,749;0,475;0,564
2200301;1005;Alto Longá;ALTO LONGA;PI;Piauí;-5.250.993.011;-4.221.032.196;14339;0;NULL;1.397.628.420.000;NE;10057;0,585;0,751;0,47;0,567
2200400;1007;Altos;ALTOS;PI;Piauí;-5.036.546.434;-4.246.094.804;40605;0;NULL;1.904.959.260.000;NE;10073;0,614;0,767;0,512;0,59
2200459;268;Alvorada do Gurguéia;ALVORADA DO GURGUEIA;PI;Piauí;-8.443.959.072;-4.386.307.158;5445;0;NULL;2.687.832.710.000;NE;12084;0,578;0,749;0,496;0,52
2200509;1009;Amarante;AMARANTE;PI;Piauí;-6.246.610.772;-4.285.369.282;17604;0;NULL;998.146.070.000;NE;10090;0,598;0,75;0,497;0,574
2200608;1011;Angical do Piauí;ANGICAL DO PIAUI;PI;Piauí;-6.087.241.692;-4.274.386.575;6783;0;NULL;1.919.541.290.000;NE;10111;0,63;0,737;0,555;0,61
2200707;1013;Anísio de Abreu;ANISIO DE ABREU;PI;Piauí;-9.174.918.531;-4.303.485.333;9938;0;NULL;4.341.160.670.000;NE;10138;0,594;0,768;0,512;0,534
2200806;1015;Antônio Almeida;ANTONIO ALMEIDA;PI;Piauí;-7.219.355.834;-4.419.653.532;3170;0;NULL;2.517.918.630.000;NE;10154;0,62;0,781;0,527;0,579
2200905;1017;Aroazes;AROAZES;PI;Piauí;-6.112.850.256;-4.179.745.334;5827;0;NULL;2.099.122.670.000;NE;10170;0,583;0,752;0,468;0,563
2200954;1188;Aroeiras do Itaim;AROEIRAS DO ITAIM;PI;Piauí;-7.278.745.465;-4.156.320.442;2551;0;NULL;1.864.951.100.000;NE;12734;0,519;0,738;0,378;0,502
2201002;1019;Arraial;ARRAIAL;PI;Piauí;-6.650.827.027;-4.253.656.662;4720;0;NULL;1.447.748.010.000;NE;10197;0,56;0,761;0,449;0,514
2201051;270;Assunção do Piauí;ASSUNCAO DO PIAUI;PI;Piauí;-5.864.914.495;-4.105.083;7863;0;NULL;4.746.233.960.000;NE;12106;0,499;0,706;0,382;0,462
2201101;1021;Avelino Lopes;AVELINO LOPES;PI;Piauí;-1.013.474.501;-4.394.151.014;11326;0;NULL;4.326.252.120.000;NE;10219;0,554;0,722;0,442;0,532
2201150;2245;Baixa Grande do Ribeiro;BAIXA GRANDE DO RIBEIRO;PI;Piauí;-7.853.351.959;-4.521.281.529;11671;0;NULL;3.479.802.100.000;NE;10049;0,564;0,751;0,446;0,537
2201176;272;Barra D'Alcântara;BARRA DALCANTARA;PI;Piauí;-6.518.873.072;-4.210.500.208;3952;0;NULL;3.047.035.220.000;NE;10600;0,577;0,777;0,471;0,526
2201200;1023;Barras;BARRAS;PI;Piauí;-4.243.093.354;-4.229.533.986;47185;0;NULL;874.389.240.000;NE;10235;0,595;0,779;0,485;0,558
2201309;1025;Barreiras do Piauí;BARREIRAS DO PIAUI;PI;Piauí;-9.921.246.827;-4.547.778.771;3352;0;NULL;4.049.708.020.000;NE;10251;0,557;0,73;0,423;0,56
2201408;1027;Barro Duro;BARRO DURO;PI;Piauí;-5.812.359.708;-4.251.337.782;7027;0;NULL;1.988.236.300.000;NE;10278;0,612;0,729;0,514;0,611
2201507;1029;Batalha;BATALHA;PI;Piauí;-4.020.412.336;-4.207.521.873;26905;0;NULL;1.299.919.380.000;NE;10294;0,545;0,755;0,398;0,54
2201556;274;Bela Vista do Piauí;BELA VISTA DO PIAUI;PI;Piauí;-797.218.532;-4.187.137.964;4030;0;NULL;3.260.845.780.000;NE;10626;0,576;0,709;0,519;0,52
2201572;276;Belém do Piauí;BELEM DO PIAUI;PI;Piauí;-7.370.139.616;-4.097.030.219;3587;0;NULL;3.429.671.380.000;NE;12335;0,551;0,696;0,448;0,537
2201606;1031;Beneditinos;BENEDITINOS;PI;Piauí;-544.760.286;-423.706.167;10473;0;NULL;1.240.871.940.000;NE;10316;0,557;0,78;0,394;0,561
2201705;1033;Bertolínia;BERTOLINIA;PI;Piauí;-7.628.624.763;-4.395.438.774;5507;0;NULL;2.908.561.220.000;NE;10332;0,612;0,758;0,507;0,596
2201739;278;Betânia do Piauí;BETANIA DO PIAUI;PI;Piauí;-8.145.665.577;-4.079.662.193;6210;0;NULL;4.798.828.110.000;NE;12122;0,489;0,702;0,342;0,486
2201770;280;Boa Hora;BOA HORA;PI;Piauí;-4.409.009.606;-4.212.529.574;6815;0;NULL;1.244.763.740.000;NE;10669;0,575;0,772;0,46;0,534
2201804;1035;Bocaina;BOCAINA;PI;Piauí;-6.954.842.333;-4.132.234.068;4505;0;NULL;2.498.810.290.000;NE;10359;0,632;0,773;0,532;0,614
2201903;1037;Bom Jesus;BOM JESUS;PI;Piauí;-9.070.948.984;-4.436.052.508;25387;0;NULL;2.998.715.290.000;NE;10375;0,668;0,799;0,562;0,665
2201919;2287;Bom Princípio do Piauí;BOM PRINCIPIO DO PIAUI;PI;Piauí;-3.189.858.688;-4.164.520.957;5651;0;NULL;686.650.380.000;NE;10065;0,532;0,77;0,372;0,526
2201929;2251;Bonfim do Piauí;BONFIM DO PIAUI;PI;Piauí;-9.166.560.539;-4.287.966.307;5685;0;NULL;4.096.708.110.000;NE;10081;0,542;0,707;0,415;0,542
2201945;282;Boqueirão do Piauí;BOQUEIRAO DO PIAUI;PI;Piauí;-4.485.819.632;-4.210.362.713;6426;0;NULL;1.303.316.950.000;NE;12149;0,56;0,729;0,434;0,555
2201960;2283;Brasileira;BRASILEIRA;PI;Piauí;-4.137.829.108;-4.178.925.964;8347;0;NULL;1.562.366.910.000;NE;10006;0,577;0,752;0,446;0,572
2201988;284;Brejo do Piauí;BREJO DO PIAUI;PI;Piauí;-8.207.064.766;-4.283.030.181;3848;0;NULL;2.317.109.110.000;NE;10642;0,515;0,725;0,354;0,531
2202000;1039;Buriti dos Lopes;BURITI DOS LOPES;PI;Piauí;-3.172.721.335;-4.186.990.885;19807;0;NULL;222.082.740.000;NE;10391;0,565;0,735;0,452;0,544
2202026;1297;Buriti dos Montes;BURITI DOS MONTES;PI;Piauí;-5.312.066.783;-4.110.185.139;8264;0;NULL;4.971.732.810.000;NE;10103;0,574;0,78;0,46;0,527
2202059;1299;Cabeceiras do Piauí;CABECEIRAS DO PIAUI;PI;Piauí;-4.471.331.294;-4.230.831.607;10630;0;NULL;1.158.393.070.000;NE;10120;0,583;0,769;0,476;0,54
2202075;286;Cajazeiras do Piauí;CAJAZEIRAS DO PIAUI;PI;Piauí;-6.794.184.118;-4.239.672.729;3573;0;NULL;1.573.945.770.000;NE;12343;0,562;0,752;0,449;0,525
2202083;288;Cajueiro da Praia;CAJUEIRO DA PRAIA;PI;Piauí;-2.929.227.172;-4.134.715.036;7674;0;NULL;109.266.970.000;NE;12572;0,546;0,739;0,4;0,551
2202091;2271;Caldeirão Grande do Piauí;CALDEIRAO GRANDE DO PIAUI;PI;Piauí;-7.331.559.652;-4.063.741.891;5781;0;NULL;5.851.444.440.000;NE;10146;0,588;0,744;0,486;0,561
2202109;1041;Campinas do Piauí;CAMPINAS DO PIAUI;PI;Piauí;-7.654.778.128;-4.188.074.529;5620;0;NULL;2.147.283.400.000;NE;10413;0,544;0,776;0,397;0,524
2202117;290;Campo Alegre do Fidalgo;CAMPO ALEGRE DO FIDALGO;PI;Piauí;-8.374.480.381;-4.183.201.332;5069;0;NULL;3.301.621.580.000;NE;12351;0,537;0,762;0,385;0,528
2202133;292;Campo Grande do Piauí;CAMPO GRANDE DO PIAUI;PI;Piauí;-713.599.312;-4.103.120.096;5965;0;NULL;4.400.849.160.000;NE;10723;0,56;0,721;0,446;0,545
2202174;294;Campo Largo do Piauí;CAMPO LARGO DO PIAUI;PI;Piauí;-3.807.868.939;-4.262.604.104;7311;0;NULL;560.830.220.000;NE;10740;0,528;0,766;0,401;0,479
2202208;1043;Campo Maior;CAMPO MAIOR;PI;Piauí;-4.829.113.927;-421.667.446;46893;0;NULL;1.260.371.010.000;NE;10430;0,656;0,793;0,566;0,629
2202251;2247;Canavieira;CANAVIEIRA;PI;Piauí;-769.462.156;-4.371.942.803;3944;0;NULL;2.025.720.780.000;NE;10162;0,583;0,778;0,485;0,525
2202307;1045;Canto do Buriti;CANTO DO BURITI;PI;Piauí;-810.823.192;-4.294.402.102;21258;0;NULL;2.625.090.600.000;NE;10456;0,576;0,724;0,462;0,571
2202406;1047;Capitão de Campos;CAPITAO DE CAMPOS;PI;Piauí;-4.458.559.268;-4.194.352.197;11445;0;NULL;1.405.571.090.000;NE;10472;0,583;0,773;0,465;0,552
2202455;296;Capitão Gervásio Oliveira;CAPITAO GERVASIO OLIVEIRA;PI;Piauí;-8.496.837.868;-4.181.611.631;4114;0;NULL;3.393.141.720.000;NE;10707;0,553;0,725;0,464;0,503
2202505;1049;Caracol;CARACOL;PI;Piauí;-9.276.765.267;-4.333.420.045;10964;0;NULL;5.150.458.480.000;NE;10499;0,552;0,771;0,409;0,533
2202539;298;Caraúbas do Piauí;CARAUBAS DO PIAUI;PI;Piauí;-3.478.590.538;-4.184.120.813;5890;0;NULL;316.218.500.000;NE;12670;0,505;0,775;0,347;0,48
2202554;300;Caridade do Piauí;CARIDADE DO PIAUI;PI;Piauí;-7.728.652.388;-4.099.033.455;5085;0;NULL;3.684.663.310.000;NE;12165;0,541;0,715;0,426;0,52
2202604;1051;Castelo do Piauí;CASTELO DO PIAUI;PI;Piauí;-5.321.543.871;-4.154.731.624;19715;0;NULL;2.358.944.230.000;NE;10510;0,587;0,754;0,473;0,566
2202653;302;Caxingó;CAXINGO;PI;Piauí;-3.426.938.403;-4.188.268.376;5451;0;NULL;189.467.130.000;NE;12688;0,488;0,708;0,329;0,498
2202703;1053;Cocal;COCAL;PI;Piauí;-347.045.349;-4.155.684.483;27845;0;NULL;1.312.405.530.000;NE;10537;0,497;0,712;0,334;0,516
2202711;304;Cocal de Telha;COCAL DE TELHA;PI;Piauí;-4.553.815.724;-4.197.904.787;4899;0;NULL;1.424.260.320.000;NE;12360;0,555;0,78;0,399;0,55
2202729;306;Cocal dos Alves;COCAL DOS ALVES;PI;Piauí;-3.606.072.591;-4.145.541.891;6168;0;NULL;1.377.827.130.000;NE;12696;0,498;0,779;0,315;0,504
2202737;995;Coivaras;COIVARAS;PI;Piauí;-5.091.308.351;-4.220.731.591;4032;0;NULL;1.850.268.760.000;NE;10189;0,565;0,732;0,453;0,543
2202752;2249;Colônia do Gurguéia;COLONIA DO GURGUEIA;PI;Piauí;-8.187.574.216;-4.379.601.716;6516;0;NULL;2.273.369.310.000;NE;10200;0,628;0,778;0,55;0,578
2202778;2253;Colônia do Piauí;COLONIA DO PIAUI;PI;Piauí;-7.223.657.564;-4.217.711.851;7661;0;NULL;1.987.032.830.000;NE;10227;0,588;0,772;0,462;0,57
2202802;1055;Conceição do Canindé;CONCEICAO DO CANINDE;PI;Piauí;-7.882.704.154;-4.159.663.394;4807;0;NULL;2.554.617.770.000;NE;10553;0,589;0,759;0,482;0,559
2202851;2255;Coronel José Dias;CORONEL JOSE DIAS;PI;Piauí;-8.816.369.411;-424.703.571;4685;0;NULL;3.988.313.750.000;NE;10243;0,546;0,725;0,433;0,518
2202901;1057;Corrente;CORRENTE;PI;Piauí;-1.044.093.604;-4.516.331.252;26709;0;NULL;4.436.290.420.000;NE;10570;0,642;0,789;0,54;0,62
2203008;1059;Cristalândia do Piauí;CRISTALANDIA DO PIAUI;PI;Piauí;-1.064.780.375;-451.860.307;8323;0;NULL;4.864.886.190.000;NE;10596;0,573;0,77;0,469;0,521
2203107;1061;Cristino Castro;CRISTINO CASTRO;PI;Piauí;-8.820.186.289;-4.422.441.475;10444;0;NULL;2.368.591.550.000;NE;10618;0,566;0,713;0,434;0,586
2203206;1063;Curimatá;CURIMATA;PI;Piauí;-1.003.129.243;-4.430.072.223;11426;0;NULL;3.374.710.620.000;NE;10634;0,607;0,741;0,527;0,574
2203230;308;Currais;CURRAIS;PI;Piauí;-9.012.433.839;-4.440.300.215;4968;0;NULL;3.497.483.790.000;NE;10766;0,542;0,743;0,438;0,49
2203255;310;Curralinhos;CURRALINHOS;PI;Piauí;-5.620.453.229;-4.283.221.052;4459;0;NULL;1.681.408.530.000;NE;12580;0,555;0,762;0,438;0,512
2203271;312;Curral Novo do Piauí;CURRAL NOVO DO PIAUI;PI;Piauí;-7.830.797.188;-4.090.106.947;5367;0;NULL;4.027.855.170.000;NE;12181;0,527;0,685;0,422;0,506
2203305;1065;Demerval Lobão;DEMERVAL LOBAO;PI;Piauí;-5.358.465.466;-4.267.422.861;13840;0;NULL;1.093.715.220.000;NE;10650;0,618;0,781;0,515;0,588
