COD_IBGE;COD_SIAFI;NOME_ENTE;NOME_SIMPLIFICADO;SIGLA_UF;NOME_UF;LAT;LNG;POP_EST_2020;CAPITAL;NOME_ANTIGO_OU_GRAFIA_DIFERENTE;ALT;REGIAO;COD_UE_TSE_2016;IDHM;IDHM_RENDA;IDHM_EDUCACAO;IDHM_LONGEVIDADE
4316436;7339;Saldanha Marinho;SALDANHA MARINHO;RS;Rio Grande do Sul;-2.840.328.617;-530.941.072;2622;0;NULL;5.314.005.910.000;S;85561;0,762;0,841;0,706;0,745
4316451;8975;Salto do Jacuí;SALTO DO JACUI;RS;Rio Grande do Sul;-2.908.868.125;-5.321.330.965;12481;0;NULL;3.255.377.910.000;S;89753;0,687;0,837;0,558;0,693
4316477;6061;Salvador das Missões;SALVADOR DAS MISSOES;RS;Rio Grande do Sul;-2.812.169.745;-5.483.774.202;2733;0;NULL;2.125.471.610.000;S;87580;0,753;0,851;0,706;0,71
4316501;8833;Salvador do Sul;SALVADOR DO SUL;RS;Rio Grande do Sul;-2.943.973.222;-5.150.942.146;7889;0;NULL;4.925.129.620.000;S;88331;0,74;0,843;0,641;0,75
4316600;8835;Sananduva;SANANDUVA;RS;Rio Grande do Sul;-2.794.400.651;-5.181.350.191;16328;0;NULL;6.626.524.880.000;S;88358;0,747;0,843;0,647;0,764
4316709;8837;Santa Bárbara do Sul;SANTA BARBARA DO SUL;RS;Rio Grande do Sul;-2.836.516.682;-5.325.052.671;7909;0;NULL;5.199.283.240.000;S;88374;0,725;0,841;0,634;0,716
4316733;1166;Santa Cecília do Sul;SANTA CECILIA DO SUL;RS;Rio Grande do Sul;-281.644.511;-5.192.667.126;1634;0;NULL;6.129.716.650.000;S;89247;0,725;0,839;0,581;0,781
4316758;6033;Santa Clara do Sul;SANTA CLARA DO SUL;RS;Rio Grande do Sul;-2.946.359.621;-5.208.092.582;6681;0;NULL;985.563.660.000;S;87602;0,74;0,843;0,644;0,747
4316808;8839;Santa Cruz do Sul;SANTA CRUZ DO SUL;RS;Rio Grande do Sul;-2.971.976.843;-5.242.992.859;131365;0;NULL;610.025.160.000;S;88390;0,773;0,852;0,693;0,782
4316907;8841;Santa Maria;SANTA MARIA;RS;Rio Grande do Sul;-296.855.818;-5.380.867.539;283677;0;NULL;1.553.119.330.000;S;88412;0,784;0,848;0,715;0,795
4316956;7337;Santa Maria do Herval;SANTA MARIA DO HERVAL;RS;Rio Grande do Sul;-2.950.351.554;-5.098.725.541;6364;0;NULL;4.703.812.170.000;S;86207;0,676;0,846;0,51;0,716
4316972;1168;Santa Margarida do Sul;SANTA MARGARIDA DO SUL;RS;Rio Grande do Sul;-3.034.510.345;-5.409.095.467;2578;0;NULL;1.535.164.400.000;S;89443;0,663;0,87;0,484;0,691
4317004;8843;Santana da Boa Vista;SANTANA DA BOA VISTA;RS;Rio Grande do Sul;-3.087.470.257;-53.115.875;8067;0;NULL;2.813.005.620.000;S;88439;0,633;0,802;0,503;0,63
4317103;8845;Sant'Ana do Livramento;SANTANA DO LIVRAMENTO;RS;Rio Grande do Sul;-3.088.938.401;-5.553.481.427;76321;0;NULL;2.006.778.240.000;S;88455;0,727;0,846;0,636;0,715
4317202;8847;Santa Rosa;SANTA ROSA;RS;Rio Grande do Sul;-278.667.498;-544.782.241;73575;0;NULL;3.106.765.530.000;S;88471;0,769;0,871;0,693;0,752
4317251;5995;Santa Tereza;SANTA TEREZA;RS;Rio Grande do Sul;-2.917.163.444;-5.173.434.424;1726;0;NULL;745.483.620.000;S;87629;0,746;0,853;0,637;0,765
4317301;8849;Santa Vitória do Palmar;SANTA VITORIA DO PALMAR;RS;Rio Grande do Sul;-3.351.986.003;-5.336.700.638;29483;0;NULL;222.712.850.000;S;88498;0,712;0,861;0,591;0,709
4317400;8851;Santiago;SANTIAGO;RS;Rio Grande do Sul;-2.919.146.017;-5.486.907.585;49360;0;NULL;4.229.428.660.000;S;88510;0,766;0,882;0,682;0,746
4317509;8853;Santo Ângelo;SANTO ANGELO;RS;Rio Grande do Sul;-2.830.193.787;-542.641.428;77568;0;NULL;2.857.460.440.000;S;88536;0,772;0,863;0,696;0,765
4317558;5941;Santo Antônio do Palma;SANTO ANTONIO DO PALMA;RS;Rio Grande do Sul;-284.974.451;-5.202.463.306;2123;0;NULL;6.730.791.450.000;S;87645;0,764;0,853;0,665;0,787
4317608;8855;Santo Antônio da Patrulha;SANTO ANTONIO DA PATRULHA;RS;Rio Grande do Sul;-2.983.203.402;-5.052.098.594;43171;0;NULL;425.375.060.000;S;88552;0,717;0,866;0,594;0,718
4317707;8857;Santo Antônio das Missões;SANTO ANTONIO DAS MISSOES;RS;Rio Grande do Sul;-2.850.809.698;-5.522.455.664;10050;0;NULL;2.008.843.700.000;S;88579;0,686;0,835;0,576;0,672
4317756;5957;Santo Antônio do Planalto;SANTO ANTONIO DO PLANALTO;RS;Rio Grande do Sul;-2.839.592.891;-5.268.372.584;2019;0;NULL;5.177.432.440.000;S;87661;0,759;0,885;0,705;0,701
4317806;8859;Santo Augusto;SANTO AUGUSTO;RS;Rio Grande do Sul;-2.785.349.078;-537.788.496;13848;0;NULL;5.322.391.750.000;S;88595;0,739;0,84;0,637;0,753
4317905;8861;Santo Cristo;SANTO CRISTO;RS;Rio Grande do Sul;-2.781.992.973;-546.687.479;14216;0;NULL;2.939.690.060.000;S;88617;0,738;0,82;0,656;0,746
4317954;5977;Santo Expedito do Sul;SANTO EXPEDITO DO SUL;RS;Rio Grande do Sul;-2.790.936.942;-5.164.357.217;2305;0;NULL;6.687.381.390.000;S;87688;0,732;0,853;0,677;0,679
4318002;8863;São Borja;SAO BORJA;RS;Rio Grande do Sul;-2.866.283.753;-5.600.102.915;60019;0;NULL;948.096.610.000;S;88633;0,736;0,86;0,643;0,72
4318051;7351;São Domingos do Sul;SAO DOMINGOS DO SUL;RS;Rio Grande do Sul;-2.853.176.313;-5.189.318.671;3083;0;NULL;5.958.854.130.000;S;84832;0,763;0,839;0,68;0,78
4318101;8865;São Francisco de Assis;SAO FRANCISCO DE ASSIS;RS;Rio Grande do Sul;-2.955.271.591;-5.513.238.574;18205;0;NULL;1.205.789.990.000;S;88650;0,675;0,818;0,552;0,681
4318200;8867;São Francisco de Paula;SAO FRANCISCO DE PAULA;RS;Rio Grande do Sul;-2.944.409.807;-5.058.210.811;21801;0;NULL;8.944.278.160.000;S;88676;0,685;0,86;0,534;0,701
4318309;8869;São Gabriel;SAO GABRIEL;RS;Rio Grande do Sul;-3.033.676.005;-5.432.047.786;62147;0;NULL;1.205.977.380.000;S;88692;0,699;0,822;0,585;0,711
4318408;8871;São Jerônimo;SAO JERONIMO;RS;Rio Grande do Sul;-2.995.943.866;-517.281.775;24412;0;NULL;69.078.150.000;S;88714;0,696;0,822;0,56;0,734
4318424;7349;São João da Urtiga;SAO JOAO DA URTIGA;RS;Rio Grande do Sul;-2.782.668.997;-5.182.583.855;4641;0;NULL;7.529.768.630.000;S;84859;0,694;0,828;0,575;0,702
4318432;5791;São João do Polêsine;SAO JOAO DO POLESINE;RS;Rio Grande do Sul;-2.961.467.642;-5.344.635.043;2543;0;NULL;560.000.000.000;S;87700;0,748;0,847;0,661;0,748
4318440;7347;São Jorge;SAO JORGE;RS;Rio Grande do Sul;-2.849.808.097;-5.170.296.859;2816;0;NULL;6.466.343.660.000;S;84794;0,732;0,846;0,617;0,75
4318457;5989;São José das Missões;SAO JOSE DAS MISSOES;RS;Rio Grande do Sul;-2.777.818.332;-5.311.877.527;2514;0;NULL;4.635.237.500.000;S;87769;0,651;0,782;0,542;0,652
4318465;7345;São José do Herval;SAO JOSE DO HERVAL;RS;Rio Grande do Sul;-2.904.144.702;-5.229.301.647;1943;0;NULL;7.042.544.010.000;S;85588;0,717;0,847;0,622;0,701
4318481;7343;São José do Hortêncio;SAO JOSE DO HORTENCIO;RS;Rio Grande do Sul;-2.954.004.861;-5.124.959.756;4865;0;NULL;885.336.020.000;S;85324;0,707;0,824;0,597;0,717
4318499;6059;São José do Inhacorá;SAO JOSE DO INHACORA;RS;Rio Grande do Sul;-2.772.258.457;-541.335.502;2056;0;NULL;2.049.084.140.000;S;87742;0,747;0,822;0,702;0,723
4318507;8873;São José do Norte;SAO JOSE DO NORTE;RS;Rio Grande do Sul;-3.202.060.911;-5.203.420.227;27721;0;NULL;71.913.380.000;S;88730;0,623;0,792;0,461;0,663
4318606;8875;São José do Ouro;SAO JOSE DO OURO;RS;Rio Grande do Sul;-2.777.125.541;-5.159.476.768;6922;0;NULL;7.498.982.660.000;S;88757;0,755;0,846;0,669;0,759
4318614;1170;São José do Sul;SAO JOSE DO SUL;RS;Rio Grande do Sul;-2.954.346.952;-5.148.638.383;2437;0;NULL;666.623.450.000;S;89460;0,725;0,836;0,59;0,774
4318622;6015;São José dos Ausentes;SAO JOSE DOS AUSENTES;RS;Rio Grande do Sul;-2.874.990.643;-5.006.361.294;3543;0;NULL;11.796.581.060.000;S;87726;0,663;0,801;0,541;0,674
4318705;8877;São Leopoldo;SAO LEOPOLDO;RS;Rio Grande do Sul;-2.976.586.654;-5.114.623.456;238648;0;NULL;115.375.600.000;S;88773;0,739;0,861;0,612;0,766
4318804;8879;São Lourenço do Sul;SAO LOURENCO DO SUL;RS;Rio Grande do Sul;-3.136.402.372;-5.197.691.524;43540;0;NULL;91.784.920.000;S;88790;0,687;0,849;0,528;0,722
4318903;8881;São Luiz Gonzaga;SAO LUIZ GONZAGA;RS;Rio Grande do Sul;-2.840.664.695;-5.495.965.955;33293;0;NULL;2.598.115.700.000;S;88811;0,741;0,855;0,664;0,718
4319000;8883;São Marcos;SAO MARCOS;RS;Rio Grande do Sul;-2.896.984.864;-5.106.670.694;21658;0;NULL;7.441.314.940.000;S;88838;0,768;0,855;0,683;0,775
4319109;8885;São Martinho;SAO MARTINHO;RS;Rio Grande do Sul;-277.089.288;-5.396.692.272;5380;0;NULL;4.477.654.860.000;S;88854;0,726;0,83;0,628;0,734
4319125;5793;São Martinho da Serra;SAO MARTINHO DA SERRA;RS;Rio Grande do Sul;-2.953.485.057;-5.385.422.563;3231;0;NULL;4.464.210.580.000;S;87785;0,652;0,848;0,496;0,659
4319158;7341;São Miguel das Missões;SAO MIGUEL DAS MISSOES;RS;Rio Grande do Sul;-2.854.953.712;-5.456.156.309;7683;0;NULL;2.834.144.340.000;S;85480;0,667;0,821;0,537;0,674
4319208;8887;São Nicolau;SAO NICOLAU;RS;Rio Grande do Sul;-2.818.215.469;-5.526.010.023;5208;0;NULL;1.594.930.250.000;S;88870;0,645;0,778;0,523;0,658
4319307;8889;São Paulo das Missões;SAO PAULO DAS MISSOES;RS;Rio Grande do Sul;-2.802.048.491;-5.493.470.834;5720;0;NULL;1.674.482.760.000;S;88897;0,692;0,825;0,584;0,688
4319356;6043;São Pedro da Serra;SAO PEDRO DA SERRA;RS;Rio Grande do Sul;-2.942.142.984;-5.151.432.653;3842;0;NULL;4.800.326.940.000;S;87807;0,739;0,851;0,634;0,748
4319364;1172;São Pedro das Missões;SAO PEDRO DAS MISSOES;RS;Rio Grande do Sul;-2.777.130.846;-5.324.736.898;2017;0;NULL;4.830.245.310.000;S;89486;0,664;0,804;0,566;0,644
4319372;6063;São Pedro do Butiá;SAO PEDRO DO BUTIA;RS;Rio Grande do Sul;-281.243.539;-5.488.825.595;2949;0;NULL;1.962.027.750.000;S;87823;0,763;0,843;0,694;0,76
4319406;8891;São Pedro do Sul;SAO PEDRO DO SUL;RS;Rio Grande do Sul;-2.961.753.076;-5.417.999.129;16148;0;NULL;1.810.863.480.000;S;88919;0,709;0,824;0,619;0,698
4319505;8893;São Sebastião do Caí;SAO SEBASTIAO DO CAI;RS;Rio Grande do Sul;-2.959.208.033;-5.137.666.482;25959;0;NULL;179.989.750.000;S;88935;0,739;0,852;0,646;0,734
4319604;8895;São Sepé;SAO SEPE;RS;Rio Grande do Sul;-3.016.741.139;-5.356.964.413;23555;0;NULL;1.195.210.950.000;S;88951;0,708;0,871;0,576;0,708
4319703;8897;São Valentim;SAO VALENTIM;RS;Rio Grande do Sul;-2.755.431.833;-5.252.847.894;3259;0;NULL;8.497.318.650.000;S;88978;0,72;0,82;0,612;0,745
4319711;5997;São Valentim do Sul;SAO VALENTIM DO SUL;RS;Rio Grande do Sul;-2.905.122.753;-5.176.967.054;2245;0;NULL;5.694.667.820.000;S;87840;0,764;0,848;0,677;0,776
4319737;6075;São Valério do Sul;SAO VALERIO DO SUL;RS;Rio Grande do Sul;-2.778.771.817;-5.393.552.615;2729;0;NULL;4.140.586.190.000;S;87866;0,642;0,816;0,48;0,674
4319752;7293;São Vendelino;SAO VENDELINO;RS;Rio Grande do Sul;-2.937.580.996;-5.136.865.276;2266;0;NULL;873.981.670.000;S;85383;0,754;0,852;0,677;0,743
4319802;8675;São Vicente do Sul;SAO VICENTE DO SUL;RS;Rio Grande do Sul;-2.969.206.083;-5.467.600.202;8732;0;NULL;1.354.886.340.000;S;86754;0,685;0,831;0,553;0,698
4319901;8899;Sapiranga;SAPIRANGA;RS;Rio Grande do Sul;-2.963.855.412;-5.100.362.299;80037;0;NULL;320.942.610.000;S;88994;0,711;0,832;0,598;0,722
4320008;8901;Sapucaia do Sul;SAPUCAIA DO SUL;RS;Rio Grande do Sul;-2.982.486.803;-5.115.187.472;141808;0;NULL;314.204.750.000;S;89010;0,726;0,844;0,624;0,726
4320107;8903;Sarandi;SARANDI;RS;Rio Grande do Sul;-2.794.359.518;-5.292.546.106;24763;0;NULL;5.073.858.570.000;S;89036;0,777;0,858;0,705;0,776
4320206;8905;Seberi;SEBERI;RS;Rio Grande do Sul;-2.748.041.382;-534.054.673;10713;0;NULL;5.306.008.070.000;S;89052;0,723;0,865;0,62;0,706
4320230;7335;Sede Nova;SEDE NOVA;RS;Rio Grande do Sul;-2.763.116.287;-5.395.588.472;2891;0;NULL;4.738.748.400.000;S;85707;0,712;0,886;0,543;0,751
4320263;7317;Segredo;SEGREDO;RS;Rio Grande do Sul;-2.934.261.843;-5.298.207.364;7444;0;NULL;3.380.596.150.000;S;85529;0,659;0,811;0,525;0,673
4320305;8907;Selbach;SELBACH;RS;Rio Grande do Sul;-2.862.743.381;-5.295.652.527;5107;0;NULL;4.062.705.140.000;S;89079;0,777;0,841;0,71;0,785
4320321;1012;Senador Salgado Filho;SENADOR SALGADO FILHO;RS;Rio Grande do Sul;-280.274.895;-5.454.540.303;2770;0;NULL;3.281.270.930.000;S;88765;0,693;0,817;0,581;0,701
4320354;5781;Sentinela do Sul;SENTINELA DO SUL;RS;Rio Grande do Sul;-306.133.026;-5.157.798.177;5609;0;NULL;569.273.950.000;S;87882;0,671;0,826;0,545;0,671
4320404;8909;Serafina Corrêa;SERAFINA CORREA;RS;Rio Grande do Sul;-2.871.079.707;-5.193.570.861;17795;0;NULL;5.065.695.720.000;S;89095;0,76;0,843;0,69;0,755
4320453;6035;Sério;SERIO;RS;Rio Grande do Sul;-2.938.676.009;-5.226.745.583;1924;0;NULL;6.525.079.760.000;S;87904;0,652;0,847;0,471;0,695
4320503;8911;Sertão;SERTAO;RS;Rio Grande do Sul;-2.798.077.355;-5.225.973.786;5315;0;NULL;7.443.048.120.000;S;89117;0,751;0,837;0,678;0,746
4320552;5761;Sertão Santana;SERTAO SANTANA;RS;Rio Grande do Sul;-3.046.542.789;-5.160.424.992;6537;0;NULL;766.546.450.000;S;87920;0,689;0,832;0,534;0,737
4320578;1014;Sete de Setembro;SETE DE SETEMBRO;RS;Rio Grande do Sul;-2.813.041.632;-5.446.368.618;1950;0;NULL;2.666.351.590.000;S;88706;0,683;0,81;0,577;0,682
4320602;8913;Severiano de Almeida;SEVERIANO DE ALMEIDA;RS;Rio Grande do Sul;-2.743.279.298;-521.206.563;3631;0;NULL;4.923.877.810.000;S;89133;0,752;0,861;0,67;0,738
4320651;7315;Silveira Martins;SILVEIRA MARTINS;RS;Rio Grande do Sul;-2.964.525.006;-5.358.523.747;2374;0;NULL;4.334.168.890.000;S;84956;0,742;0,852;0,644;0,744
4320677;5767;Sinimbu;SINIMBU;RS;Rio Grande do Sul;-2.952.906.816;-5.252.163.631;10162;0;NULL;813.957.550.000;S;87947;0,631;0,792;0,456;0,697
4320701;8917;Sobradinho;SOBRADINHO;RS;Rio Grande do Sul;-2.941.477.313;-5.302.516.794;15005;0;NULL;3.680.761.940.000;S;89176;0,743;0,861;0,647;0,735
4320800;8919;Soledade;SOLEDADE;RS;Rio Grande do Sul;-2.882.773.795;-5.250.986.617;31035;0;NULL;7.057.353.400.000;S;89192;0,731;0,861;0,625;0,727
4320859;1016;Tabaí;TABAI;RS;Rio Grande do Sul;-2.968.777.062;-5.172.747.512;4769;0;NULL;323.447.840.000;S;88722;0,701;0,834;0,595;0,694
4320909;8921;Tapejara;TAPEJARA;RS;Rio Grande do Sul;-2.808.417.106;-5.202.213.253;24552;0;NULL;7.100.847.710.000;S;89214;0,76;0,837;0,688;0,763
4321006;8923;Tapera;TAPERA;RS;Rio Grande do Sul;-2.862.495.019;-5.287.146.717;10577;0;NULL;4.130.000.470.000;S;89230;0,747;0,835;0,672;0,743
4321105;8925;Tapes;TAPES;RS;Rio Grande do Sul;-306.731.729;-5.139.449.871;17332;0;NULL;81.919.340.000;S;89257;0,695;0,862;0,556;0,699
4321204;8927;Taquara;TAQUARA;RS;Rio Grande do Sul;-296.505.131;-5.078.116.862;57584;0;NULL;320.767.140.000;S;89273;0,727;0,88;0,579;0,754
4321303;8929;Taquari;TAQUARI;RS;Rio Grande do Sul;-2.980.280.085;-5.186.277.648;26885;0;NULL;444.738.980.000;S;89290;0,733;0,849;0,629;0,737
4321329;7313;Taquaruçu do Sul;TAQUARUCU DO SUL;RS;Rio Grande do Sul;-2.739.803.605;-5.346.695.196;3077;0;NULL;5.401.594.900.000;S;85669;0,739;0,83;0,633;0,768
4321352;8971;Tavares;TAVARES;RS;Rio Grande do Sul;-3.128.870.266;-5.108.884.298;5483;0;NULL;166.479.120.000;S;89710;0,656;0,828;0,492;0,692
4321402;8931;Tenente Portela;TENENTE PORTELA;RS;Rio Grande do Sul;-2.737.216.692;-5.375.726.961;13434;0;NULL;4.926.076.700.000;S;89311;0,708;0,83;0,603;0,709
4321436;7333;Terra de Areia;TERRA DE AREIA;RS;Rio Grande do Sul;-2.957.754.857;-5.006.724.915;11315;0;NULL;146.583.940.000;S;85162;0,689;0,829;0,565;0,699
4321451;9821;Teutônia;TEUTONIA;RS;Rio Grande do Sul;-2.948.891.444;-5.181.281.687;33766;0;NULL;938.294.020.000;S;98213;0,747;0,855;0,65;0,751
4321469;1174;Tio Hugo;TIO HUGO;RS;Rio Grande do Sul;-2.858.049.602;-5.259.304.612;3055;0;NULL;5.379.141.570.000;S;89508;0,742;0,845;0,682;0,709
4321477;6077;Tiradentes do Sul;TIRADENTES DO SUL;RS;Rio Grande do Sul;-2.739.689.888;-5.408.539.221;5616;0;NULL;4.029.641.360.000;S;87963;0,689;0,815;0,569;0,705
4321493;1018;Toropi;TOROPI;RS;Rio Grande do Sul;-294.721.417;-54.228.011;2772;0;NULL;1.237.037.530.000;S;88900;0,683;0,822;0,569;0,68
4321501;8933;Torres;TORRES;RS;Rio Grande do Sul;-2.933.593.061;-4.973.040.449;39064;0;NULL;61.167.080.000;S;89338;0,762;0,862;0,685;0,75
4321600;8935;Tramandaí;TRAMANDAI;RS;Rio Grande do Sul;-2.998.730.195;-501.303.765;52632;0;NULL;80.275.760.000;S;89354;0,719;0,842;0,606;0,727
4321626;6037;Travesseiro;TRAVESSEIRO;RS;Rio Grande do Sul;-2.929.908.581;-5.205.777.727;2334;0;NULL;707.212.320.000;S;87980;0,701;0,839;0,559;0,735
4321634;7331;Três Arroios;TRES ARROIOS;RS;Rio Grande do Sul;-2.749.951.622;-5.214.985.207;2643;0;NULL;5.376.368.040.000;S;84743;0,791;0,851;0,689;0,843
4321667;7329;Três Cachoeiras;TRES CACHOEIRAS;RS;Rio Grande do Sul;-2.944.588.659;-4.991.563.928;11115;0;NULL;122.816.000.000;S;85367;0,718;0,847;0,606;0,722
4321709;8937;Três Coroas;TRES COROAS;RS;Rio Grande do Sul;-2.951.666.098;-5.078.312.584;28581;0;NULL;657.317.350.000;S;89370;0,71;0,829;0,584;0,74
4321808;8939;Três de Maio;TRES DE MAIO;RS;Rio Grande do Sul;-2.777.966.022;-5.423.530.221;23876;0;NULL;3.704.734.590.000;S;89397;0,759;0,834;0,694;0,756
4321832;5777;Três Forquilhas;TRES FORQUILHAS;RS;Rio Grande do Sul;-2.953.811.055;-5.006.431.648;2669;0;NULL;145.920.500.000;S;88005;0,662;0,813;0,539;0,661
4321857;7327;Três Palmeiras;TRES PALMEIRAS;RS;Rio Grande do Sul;-2.761.752.745;-5.284.371.435;4251;0;NULL;6.646.134.880.000;S;86142;0,703;0,832;0,56;0,747
4321907;8941;Três Passos;TRES PASSOS;RS;Rio Grande do Sul;-2.745.615.988;-5.392.969.896;23852;0;NULL;4.498.702.540.000;S;89419;0,768;0,858;0,71;0,745
4321956;7325;Trindade do Sul;TRINDADE DO SUL;RS;Rio Grande do Sul;-2.751.757.593;-5.289.223.102;5791;0;NULL;6.285.952.990.000;S;85006;0,687;0,787;0,61;0,675
4322004;8943;Triunfo;TRIUNFO;RS;Rio Grande do Sul;-2.994.520.427;-5.171.531.284;29856;0;NULL;133.339.320.000;S;89435;0,733;0,873;0,629;0,717
4322103;8945;Tucunduva;TUCUNDUVA;RS;Rio Grande do Sul;-2.765.005.993;-5.443.312.867;5644;0;NULL;2.323.425.710.000;S;89451;0,747;0,816;0,682;0,748
4322152;7323;Tunas;TUNAS;RS;Rio Grande do Sul;-2.910.643.972;-5.295.701.311;4577;0;NULL;3.273.819.310.000;S;84840;0,657;0,794;0,541;0,659
4322186;5979;Tupanci do Sul;TUPANCI DO SUL;RS;Rio Grande do Sul;-2.792.571.147;-5.154.053.901;1459;0;NULL;8.428.382.120.000;S;88021;0,694;0,818;0,595;0,688
4322202;8947;Tupanciretã;TUPANCIRETA;RS;Rio Grande do Sul;-2.907.747.973;-5.384.063.006;24068;0;NULL;4.641.892.570.000;S;89478;0,709;0,828;0,596;0,721
4322251;7321;Tupandi;TUPANDI;RS;Rio Grande do Sul;-2.948.791.281;-5.141.982.543;4939;0;NULL;519.317.500.000;S;85723;0,718;0,836;0,597;0,742
4322301;8949;Tuparendi;TUPARENDI;RS;Rio Grande do Sul;-2.775.408.893;-5.447.850.808;7810;0;NULL;3.120.801.290.000;S;89494;0,728;0,832;0,632;0,734
4322327;1020;Turuçu;TURUCU;RS;Rio Grande do Sul;-3.141.236.586;-5.217.141.562;3423;0;NULL;234.328.760.000;S;88501;0,629;0,814;0,446;0,685
4322343;1022;Ubiretama;UBIRETAMA;RS;Rio Grande do Sul;-2.804.356.477;-5.468.451.078;1983;0;NULL;2.297.726.820.000;S;88609;0,7;0,809;0,613;0,691
4322350;5999;União da Serra;UNIAO DA SERRA;RS;Rio Grande do Sul;-2.877.989.857;-5.200.041.666;1118;0;NULL;3.833.505.290.000;S;88048;0,733;0,852;0,587;0,786
4322376;1024;Unistalda;UNISTALDA;RS;Rio Grande do Sul;-2.904.748.503;-5.515.078.052;2321;0;NULL;3.578.477.710.000;S;88480;0,649;0,804;0,542;0,626
4322400;8951;Uruguaiana;URUGUAIANA;RS;Rio Grande do Sul;-2.975.982.317;-5.708.182.491;126866;0;NULL;782.301.900.000;S;89516;0,744;0,863;0,661;0,722
4322509;8953;Vacaria;VACARIA;RS;Rio Grande do Sul;-285.023.544;-5.093.659.916;66575;0;NULL;9.652.777.670.000;S;89532;0,721;0,838;0,605;0,74
4322525;1026;Vale Verde;VALE VERDE;RS;Rio Grande do Sul;-2.978.257.494;-521.797.223;3515;0;NULL;723.623.840.000;S;88668;0,646;0,816;0,497;0,666
4322533;5769;Vale do Sol;VALE DO SOL;RS;Rio Grande do Sul;-2.960.882.799;-526.813.545;11828;0;NULL;624.733.510.000;S;88064;0,624;0,813;0,439;0,681
4322541;6049;Vale Real;VALE REAL;RS;Rio Grande do Sul;-2.939.228.062;-5.125.119.656;5981;0;NULL;1.287.929.550.000;S;88080;0,737;0,85;0,636;0,739
4322558;7319;Vanini;VANINI;RS;Rio Grande do Sul;-2.847.622.251;-518.446.582;2122;0;NULL;7.290.939.580.000;S;84913;0,757;0,836;0,704;0,736
4322608;8955;Venâncio Aires;VENANCIO AIRES;RS;Rio Grande do Sul;-2.961.165.289;-5.219.188.024;71973;0;NULL;506.858.270.000;S;89559;0,712;0,818;0,6;0,736
4322707;8957;Vera Cruz;VERA CRUZ;RS;Rio Grande do Sul;-2.971.985.759;-5.250.110.341;27099;0;NULL;582.061.140.000;S;89575;0,737;0,842;0,643;0,738
4322806;8959;Veranópolis;VERANOPOLIS;RS;Rio Grande do Sul;-2.893.395.734;-515.522.869;26533;0;NULL;6.442.508.030.000;S;89591;0,773;0,838;0,692;0,797
4322855;1028;Vespasiano Correa;VESPASIANO CORREA;RS;Rio Grande do Sul;-2.906.989.436;-5.185.946.995;1795;0;NULL;5.065.852.030.000;S;88781;0,723;0,855;0,584;0,758
4322905;8961;Viadutos;VIADUTOS;RS;Rio Grande do Sul;-2.757.095.306;-5.202.379.875;4690;0;NULL;6.256.915.970.000;S;89613;0,702;0,864;0,561;0,715
4323002;8963;Viamão;VIAMAO;RS;Rio Grande do Sul;-3.008.189.684;-5.102.482.049;256302;0;NULL;1.108.212.480.000;S;89630;0,717;0,866;0,591;0,72
4323101;8965;Vicente Dutra;VICENTE DUTRA;RS;Rio Grande do Sul;-2.716.844.504;-5.340.212.906;4599;0;NULL;2.209.978.060.000;S;89656;0,638;0,809;0,489;0,656
4323200;8969;Victor Graeff;VICTOR GRAEFF;RS;Rio Grande do Sul;-2.856.018.463;-5.274.779.179;2860;0;NULL;4.177.484.700.000;S;89699;0,777;0,84;0,722;0,774
4323309;7311;Vila Flores;VILA FLORES;RS;Rio Grande do Sul;-2.886.300.013;-5.154.958.909;3396;0;NULL;7.361.100.040.000;S;86061;0,742;0,867;0,65;0,725
4323358;1030;Vila Lângaro;VILA LANGARO;RS;Rio Grande do Sul;-281.074.052;-5.214.690.336;2080;0;NULL;6.283.239.850.000;S;88749;0,705;0,839;0,551;0,759
4323408;7309;Vila Maria;VILA MARIA;RS;Rio Grande do Sul;-2.853.331.423;-521.635.379;4363;0;NULL;4.816.732.660.000;S;85642;0,761;0,839;0,664;0,791
4323457;5795;Vila Nova do Sul;VILA NOVA DO SUL;RS;Rio Grande do Sul;-3.033.395.869;-5.387.919.648;4277;0;NULL;2.574.890.390.000;S;88102;0,662;0,827;0,544;0,645
4323507;7307;Vista Alegre;VISTA ALEGRE;RS;Rio Grande do Sul;-2.737.008.417;-5.349.241.047;2739;0;NULL;5.461.416.370.000;S;85600;0,739;0,842;0,631;0,76
4323606;7305;Vista Alegre do Prata;VISTA ALEGRE DO PRATA;RS;Rio Grande do Sul;-288.094.723;-517.862.084;1557;0;NULL;5.467.088.130.000;S;85863;0,78;0,847;0,692;0,809
4323705;7303;Vista Gaúcha;VISTA GAUCHA;RS;Rio Grande do Sul;-2.728.997.838;-5.370.131.978;2855;0;NULL;4.707.912.330.000;S;85847;0,757;0,839;0,669;0,774
4323754;6053;Vitória das Missões;VITORIA DAS MISSOES;RS;Rio Grande do Sul;-2.835.238.725;-5.449.905.489;3092;0;NULL;1.880.013.400.000;S;88129;0,655;0,809;0,526;0,659
4323770;1176;Westfalia;WESTFALIA;RS;Rio Grande do Sul;-2.942.344.955;-5.176.615.551;3031;0;NULL;1.036.987.430.000;S;89524;0,752;0,849;0,63;0,796
